"","year","site_name","site_code","block","plot","subplot","year_trt","trt","Family","Taxon","live","local_provenance","local_lifeform","local_lifespan","functional_group","N_fixer","ps_path","max_cover"
"209803",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","NULL","BRYOPHYTE",1,"NULL","NULL","NULL","BRYOPHYTE","0","NULL",7
"209804",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Ericaceae","CALLUNA VULGARIS",1,"NAT","SHRUB","PERENNIAL","WOODY","0","NULL",5
"209805",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Campanulaceae","CAMPANULA ROTUNDIFOLIA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209806",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Cyperaceae","CAREX FLACCA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",8
"209807",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Cyperaceae","CAREX PANICEA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",8
"209808",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Cyperaceae","CAREX PULICARIS",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",1
"209809",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Compositae","CENTAUREA NIGRA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",7
"209810",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Orchidaceae","DACTYLORHIZA FUCHSII",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209811",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Poaceae","FESTUCA OVINA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",2
"209812",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Poaceae","FESTUCA RUBRA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",5
"209813",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Rubiaceae","GALIUM VERUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",2
"209814",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","NULL","GROUND",0,"NULL","NULL","NULL","NON-LIVE","0","NULL",1
"209815",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Poaceae","HELICTOTRICHON PUBESCENS",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209816",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Compositae","HYPOCHAERIS RADICATA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",4
"209817",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Poaceae","KOELERIA MACRANTHA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209818",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Fabaceae","LATHYRUS PRATENSIS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209819",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Fabaceae","LOTUS CORNICULATUS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",5
"209820",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Poaceae","MOLINIA CAERULEA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",15
"209821",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","NULL","OTHER ANIMAL DROPPINGS",0,"NULL","NULL","NULL","NON-LIVE","0","NULL",1
"209822",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","NULL","OTHER LITTER",0,"NULL","NULL","NULL","NON-LIVE","0","NULL",60
"209823",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Parnassiaceae","PARNASSIA PALUSTRIS",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209824",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Scrophulariaceae","PEDICULARIS SYLVATICA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209825",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Plantaginaceae","PLANTAGO LANCEOLATA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",5
"209826",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Plantaginaceae","PLANTAGO MARITIMA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",2
"209827",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Rosaceae","POTENTILLA ERECTA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",10
"209828",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Dennstaedtiaceae","PTERIDIUM AQUILINUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",2
"209829",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Poaceae","SESLERIA CAERULEA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",2
"209830",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Caprifoliaceae","SUCCISA PRATENSIS",1,"NAT","HERB","BIENNIAL","FORB","0","NULL",10
"209831",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Fabaceae","TRIFOLIUM REPENS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209832",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Fabaceae","VICIA CRACCA",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209833",2015,"Slieve Carran","burren.ie",3,27,"B",0,"NK","Violaceae","VIOLA RIVINIANA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209834",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Compositae","ACHILLEA MILLEFOLIUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209835",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Poaceae","ANTHOXANTHUM ODORATUM",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",5
"209836",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Poaceae","BRIZA MEDIA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",2
"209837",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","NULL","BRYOPHYTE",1,"NULL","NULL","NULL","BRYOPHYTE","0","NULL",1
"209838",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Ericaceae","CALLUNA VULGARIS",1,"NAT","SHRUB","PERENNIAL","WOODY","0","NULL",1
"209839",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Campanulaceae","CAMPANULA ROTUNDIFOLIA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209840",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Cyperaceae","CAREX CARYOPHYLLEA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",1
"209841",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Cyperaceae","CAREX FLACCA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",3
"209842",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Cyperaceae","CAREX PANICEA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",3
"209843",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Cyperaceae","CAREX PULICARIS",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",1
"209844",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Compositae","CENTAUREA NIGRA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",8
"209845",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Poaceae","DACTYLIS GLOMERATA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",2
"209846",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Scrophulariaceae","EUPHRASIA SP.",1,"NAT","HERB","PERENNIAL","FORB","NULL","NULL",1
"209847",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Poaceae","FESTUCA OVINA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",5
"209848",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Poaceae","FESTUCA RUBRA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",10
"209849",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Rubiaceae","GALIUM VERUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209850",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Compositae","HYPOCHAERIS RADICATA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",2
"209851",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Fabaceae","LOTUS CORNICULATUS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209852",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Poaceae","MOLINIA CAERULEA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",2
"209853",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Orchidaceae","ORCHIS MASCULA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209854",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","NULL","OTHER LITTER",0,"NULL","NULL","NULL","NON-LIVE","0","NULL",30
"209855",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Parnassiaceae","PARNASSIA PALUSTRIS",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209856",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Plantaginaceae","PLANTAGO LANCEOLATA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",2
"209857",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Plantaginaceae","PLANTAGO MARITIMA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",10
"209858",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Rosaceae","POTENTILLA ERECTA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209859",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Dennstaedtiaceae","PTERIDIUM AQUILINUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",4
"209860",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Poaceae","SESLERIA CAERULEA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209861",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Caprifoliaceae","SUCCISA PRATENSIS",1,"NAT","HERB","BIENNIAL","FORB","0","NULL",3
"209862",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Fabaceae","TRIFOLIUM PRATENSE",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209863",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Fabaceae","VICIA CRACCA",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209864",2015,"Slieve Carran","burren.ie",3,28,"D",0,"Control","Violaceae","VIOLA RIVINIANA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209865",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Poaceae","AGROSTIS STOLONIFERA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209866",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Poaceae","ANTHOXANTHUM ODORATUM",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",3
"209867",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Poaceae","BRIZA MEDIA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",5
"209868",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","NULL","BRYOPHYTE",1,"NULL","NULL","NULL","BRYOPHYTE","0","NULL",1
"209869",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Campanulaceae","CAMPANULA ROTUNDIFOLIA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209870",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Cyperaceae","CAREX CARYOPHYLLEA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",1
"209871",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Cyperaceae","CAREX FLACCA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",2
"209872",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Cyperaceae","CAREX PANICEA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",8
"209873",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Cyperaceae","CAREX PULICARIS",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",1
"209874",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Compositae","CENTAUREA NIGRA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",5
"209875",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Poaceae","DACTYLIS GLOMERATA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209876",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Scrophulariaceae","EUPHRASIA SP.",1,"NAT","HERB","PERENNIAL","FORB","NULL","NULL",1
"209877",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Poaceae","FESTUCA RUBRA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",15
"209878",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Rubiaceae","GALIUM VERUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",5
"209879",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","NULL","GROUND",0,"NULL","NULL","NULL","NON-LIVE","0","NULL",1
"209880",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Poaceae","HELICTOTRICHON PUBESCENS",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",2
"209881",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Compositae","HYPOCHAERIS RADICATA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",10
"209882",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Poaceae","KOELERIA MACRANTHA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",3
"209883",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Fabaceae","LATHYRUS LINIFOLIUS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209884",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Fabaceae","LOTUS CORNICULATUS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",2
"209885",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","NULL","OTHER LITTER",0,"NULL","NULL","NULL","NON-LIVE","0","NULL",60
"209886",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Parnassiaceae","PARNASSIA PALUSTRIS",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209887",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Plantaginaceae","PLANTAGO LANCEOLATA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",7
"209888",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Plantaginaceae","PLANTAGO MARITIMA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",18
"209889",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Rosaceae","POTENTILLA ERECTA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",4
"209890",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Dennstaedtiaceae","PTERIDIUM AQUILINUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",2
"209891",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Scrophulariaceae","RHINANTHUS MINOR",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209892",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Caprifoliaceae","SUCCISA PRATENSIS",1,"NAT","HERB","BIENNIAL","FORB","0","NULL",10
"209893",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Fabaceae","TRIFOLIUM PRATENSE",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",3
"209894",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Fabaceae","TRIFOLIUM REPENS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209895",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Fabaceae","VICIA CRACCA",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209896",2015,"Slieve Carran","burren.ie",3,29,"D",0,"PK","Violaceae","VIOLA RIVINIANA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209897",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Poaceae","AGROSTIS CAPILLARIS",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209898",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Poaceae","ANTHOXANTHUM ODORATUM",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",5
"209899",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Poaceae","BRIZA MEDIA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",2
"209900",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","NULL","BRYOPHYTE",1,"NULL","NULL","NULL","BRYOPHYTE","0","NULL",1
"209901",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Ericaceae","CALLUNA VULGARIS",1,"NAT","SHRUB","PERENNIAL","WOODY","0","NULL",1
"209902",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Campanulaceae","CAMPANULA ROTUNDIFOLIA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209903",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Cyperaceae","CAREX CARYOPHYLLEA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",1
"209904",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Cyperaceae","CAREX FLACCA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",8
"209905",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Cyperaceae","CAREX PANICEA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",8
"209906",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Cyperaceae","CAREX PULICARIS",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",1
"209907",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Compositae","CENTAUREA NIGRA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",2
"209908",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Poaceae","DACTYLIS GLOMERATA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",2
"209909",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Orchidaceae","DACTYLORHIZA FUCHSII",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209910",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Scrophulariaceae","EUPHRASIA SP.",1,"NAT","HERB","PERENNIAL","FORB","NULL","NULL",1
"209911",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Poaceae","FESTUCA OVINA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",5
"209912",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Poaceae","FESTUCA RUBRA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",5
"209913",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Rubiaceae","GALIUM VERUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209914",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","NULL","GROUND",0,"NULL","NULL","NULL","NON-LIVE","0","NULL",1
"209915",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Compositae","HYPOCHAERIS RADICATA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",2
"209916",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Poaceae","KOELERIA MACRANTHA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",3
"209917",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Fabaceae","LATHYRUS PRATENSIS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209918",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Fabaceae","LOTUS CORNICULATUS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",2
"209919",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Juncaceae","LUZULA MULTIFLORA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",1
"209920",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Poaceae","MOLINIA CAERULEA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",10
"209921",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","NULL","OTHER LITTER",0,"NULL","NULL","NULL","NON-LIVE","0","NULL",50
"209922",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Scrophulariaceae","PEDICULARIS SYLVATICA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209923",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Plantaginaceae","PLANTAGO LANCEOLATA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",5
"209924",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Plantaginaceae","PLANTAGO MARITIMA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",2
"209925",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Rosaceae","POTENTILLA ERECTA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",2
"209926",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Dennstaedtiaceae","PTERIDIUM AQUILINUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209927",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Caprifoliaceae","SUCCISA PRATENSIS",1,"NAT","HERB","BIENNIAL","FORB","0","NULL",2
"209928",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Fabaceae","TRIFOLIUM REPENS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209929",2015,"Slieve Carran","burren.ie",3,30,"A",0,"NPK+Fence","Violaceae","VIOLA RIVINIANA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209930",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Compositae","ACHILLEA MILLEFOLIUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209931",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Poaceae","AGROSTIS CAPILLARIS",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",3
"209932",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Poaceae","ANTHOXANTHUM ODORATUM",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209933",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Poaceae","BRIZA MEDIA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209934",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","NULL","BRYOPHYTE",1,"NULL","NULL","NULL","BRYOPHYTE","0","NULL",1
"209935",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Cyperaceae","CAREX CARYOPHYLLEA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",1
"209936",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Cyperaceae","CAREX FLACCA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",40
"209937",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Cyperaceae","CAREX PANICEA",1,"NAT","HERB","PERENNIAL","GRAMINOID","0","NULL",3
"209938",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Compositae","CENTAUREA NIGRA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",25
"209939",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Betulaceae","CORYLUS AVELLANA",1,"NAT","SHRUB","PERENNIAL","WOODY","0","NULL",1
"209940",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Poaceae","DACTYLIS GLOMERATA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",2
"209941",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Scrophulariaceae","EUPHRASIA SP.",1,"NAT","HERB","PERENNIAL","FORB","NULL","NULL",2
"209942",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Poaceae","FESTUCA RUBRA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209943",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Rubiaceae","GALIUM VERUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209944",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Poaceae","HOLCUS LANATUS",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209945",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Compositae","HYPOCHAERIS RADICATA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",5
"209946",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Poaceae","KOELERIA MACRANTHA",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209947",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Fabaceae","LATHYRUS LINIFOLIUS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209948",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Fabaceae","LATHYRUS PRATENSIS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209949",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Fabaceae","LOTUS CORNICULATUS",1,"NAT","HERB","PERENNIAL","LEGUME","1","NULL",1
"209950",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","NULL","OTHER LITTER",0,"NULL","NULL","NULL","NON-LIVE","0","NULL",10
"209951",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Parnassiaceae","PARNASSIA PALUSTRIS",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209952",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Apiaceae","PIMPINELLA SAXIFRAGA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209953",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Plantaginaceae","PLANTAGO LANCEOLATA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",20
"209954",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Poaceae","POA PRATENSIS",1,"NAT","GRASS","PERENNIAL","GRASS","0","C3",1
"209955",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Rosaceae","POTENTILLA ERECTA",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",3
"209956",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Dennstaedtiaceae","PTERIDIUM AQUILINUM",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209957",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Ranunculaceae","RANUNCULUS ACRIS",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
"209958",2016,"Slieve Carran","burren.ie",1,1,"A",1,"Control","Scrophulariaceae","RHINANTHUS MINOR",1,"NAT","HERB","PERENNIAL","FORB","0","NULL",1
